Q001	CITEM_25.txt
Q002	ITEM_35.txt
Q003	CITEM_01.txt
Q004	CITEM_16.txt
Q005	ITEM_11.txt
Q006	ITEM_17.txt
Q007	CITEM_03.txt
Q008	ITEM_27.txt
Q009	ITEM_12.txt
Q010	ITEM_40.txt
Q011	CITEM_40.txt
Q012	ITEM_19.txt
Q013	CITEM_33.txt
Q014	ITEM_48.txt
Q015	CITEM_09.txt
Q016	ITEM_45.txt
Q017	ITEM_07.txt
Q018	ITEM_47.txt
Q019	CITEM_21.txt
Q020	CITEM_02.txt
Q021	ITEM_18.txt
Q022	CITEM_39.txt
Q023	ITEM_42.txt
Q024	ITEM_09.txt
Q025	ITEM_33.txt
Q026	ITEM_41.txt
Q027	ITEM_15.txt
Q028	CITEM_30.txt
Q029	ITEM_20.txt
Q030	ITEM_34.txt
Q031	CITEM_27.txt
Q032	ITEM_13.txt
Q033	ITEM_16.txt
Q034	CITEM_35.txt
Q035	ITEM_26.txt
Q036	CITEM_23.txt
Q037	ITEM_06.txt
Q038	CITEM_12.txt
Q039	CITEM_42.txt
Q040	ITEM_21.txt
Q041	CITEM_05.txt
Q042	CITEM_31.txt
Q043	CITEM_18.txt
Q044	ITEM_01.txt
Q045	ITEM_05.txt
Q046	ITEM_39.txt
Q047	ITEM_25.txt
Q048	ITEM_43.txt
Q049	CITEM_26.txt
Q050	CITEM_07.txt
Q051	CITEM_11.txt
Q052	CITEM_48.txt
Q053	ITEM_02.txt
Q054	CITEM_38.txt
Q055	CITEM_45.txt
Q056	ITEM_23.txt
Q057	CITEM_20.txt
Q058	ITEM_10.txt
Q059	CITEM_29.txt
Q060	ITEM_32.txt
Q061	ITEM_22.txt
Q062	ITEM_46.txt
Q063	CITEM_19.txt
Q064	CITEM_14.txt
Q065	CITEM_44.txt
Q066	CITEM_04.txt
Q067	CITEM_34.txt
Q068	CITEM_08.txt
Q069	CITEM_32.txt
Q070	CITEM_47.txt
Q071	CITEM_41.txt
Q072	CITEM_43.txt
Q073	CITEM_46.txt
Q074	CITEM_36.txt
Q075	ITEM_38.txt
Q076	ITEM_31.txt
Q077	ITEM_24.txt
Q078	CITEM_10.txt
Q079	ITEM_30.txt
Q080	ITEM_29.txt
Q081	CITEM_28.txt
Q082	ITEM_44.txt
Q083	CITEM_15.txt
Q084	CITEM_37.txt
Q085	ITEM_36.txt
Q086	ITEM_04.txt
Q087	CITEM_24.txt
Q088	ITEM_08.txt
Q089	ITEM_37.txt
Q090	ITEM_28.txt
Q091	ITEM_03.txt
Q092	CITEM_06.txt
Q093	ITEM_14.txt
Q094	CITEM_17.txt
Q095	CITEM_22.txt
Q096	CITEM_13.txt
