ITEM_01	REFUSED
ITEM_02	REFUSED
ITEM_03	REFUSED
ITEM_04	REFUSED
ITEM_05	REFUSED
ITEM_06	REFUSED
ITEM_07	REFUSED
ITEM_08	REFUSED
ITEM_09	REFUSED
ITEM_10	REFUSED
ITEM_11	REFUSED
ITEM_12	REFUSED
ITEM_13	REFUSED
ITEM_14	REFUSED
ITEM_15	REFUSED
ITEM_16	REFUSED
ITEM_17	REFUSED
ITEM_18	REFUSED
ITEM_19	REFUSED
ITEM_20	REFUSED
ITEM_21	REFUSED
ITEM_22	REFUSED
ITEM_23	REFUSED
ITEM_24	REFUSED
ITEM_25	REFUSED
ITEM_26	REFUSED
ITEM_27	REFUSED
ITEM_28	REFUSED
ITEM_29	REFUSED
ITEM_30	REFUSED
ITEM_31	REFUSED
ITEM_32	REFUSED
ITEM_33	REFUSED
ITEM_34	REFUSED
ITEM_35	REFUSED
ITEM_36	REFUSED
ITEM_37	REFUSED
ITEM_38	REFUSED
ITEM_39	REFUSED
ITEM_40	REFUSED
ITEM_41	REFUSED
ITEM_42	REFUSED
ITEM_43	REFUSED
ITEM_44	REFUSED
ITEM_45	REFUSED
ITEM_46	REFUSED
ITEM_47	REFUSED
ITEM_48	REFUSED
